ROUTE,DIRECTION,LATITUDE,LONGITUDE
I 80,Westbound,41.78926393,-107.3892912
I 80,Westbound,41.78931087,-107.3885829
I 80,Westbound,41.78932246,-107.3882527
I 80,Westbound,41.78934282,-107.3877672
I 80,Westbound,41.78935437,-107.3874092
I 80,Westbound,41.78936492,-107.3864992
I 80,Westbound,41.78936424,-107.3853881
I 80,Westbound,41.78935177,-107.384847
I 80,Westbound,41.78933343,-107.3843895
I 80,Westbound,41.78930905,-107.3838485
I 80,Westbound,41.78927569,-107.3832637
I 80,Westbound,41.78924243,-107.3827863
I 80,Westbound,41.78919117,-107.3821698
I 80,Westbound,41.78915203,-107.381768
I 80,Westbound,41.78912188,-107.381418
I 80,Westbound,41.78909184,-107.3811674
I 80,Westbound,41.78904671,-107.3807378
I 80,Westbound,41.78898066,-107.3802287
I 80,Westbound,41.78890563,-107.3796838
I 80,Westbound,41.78881864,-107.3790951
I 80,Westbound,41.78874368,-107.3786258
I 80,Westbound,41.78865678,-107.3781247
I 80,Westbound,41.78856994,-107.3776793
I 80,Westbound,41.78847707,-107.3771782
I 80,Westbound,41.78836331,-107.3766254
I 80,Westbound,41.78825556,-107.3761283
I 80,Westbound,41.78812691,-107.3755875
I 80,Westbound,41.78799528,-107.3750506
I 80,Westbound,41.78778295,-107.3742395
I 80,Westbound,41.78763045,-107.3736828
I 80,Westbound,41.78714907,-107.3719731
I 80,Westbound,41.7871029,-107.3718129
I 80,Westbound,41.7871029,-107.3718129
I 80,Westbound,41.78701416,-107.3715052
I 80,Westbound,41.78691562,-107.3711635
I 80,Westbound,41.78691562,-107.3711635
I 80,Westbound,41.78664379,-107.3702196
I 80,Westbound,41.78644942,-107.3695278
I 80,Westbound,41.78634405,-107.3691445
I 80,Westbound,41.78629092,-107.3689513
I 80,Westbound,41.78623329,-107.368752
I 80,Westbound,41.78606667,-107.368176
I 80,Westbound,41.78588424,-107.367516
I 80,Westbound,41.78573751,-107.3670002
I 80,Westbound,41.78573751,-107.3670002
I 80,Westbound,41.78566595,-107.3667486
I 80,Westbound,41.78548651,-107.3661045
I 80,Westbound,41.78490635,-107.3640769
I 80,Westbound,41.78471196,-107.3633891
I 80,Westbound,41.78442784,-107.3623951
I 80,Westbound,41.7842095,-107.3616199
I 80,Westbound,41.78377283,-107.3600932
I 80,Westbound,41.78352157,-107.3592027
I 80,Westbound,41.78283361,-107.3567975
I 80,Westbound,41.78257633,-107.3558751
I 80,Westbound,41.78236692,-107.3551317
I 80,Westbound,41.78187333,-107.3534143
I 80,Westbound,41.78156817,-107.352333
I 80,Westbound,41.78131086,-107.3514147
I 80,Westbound,41.7811134,-107.350723
I 80,Westbound,41.78042521,-107.3482901
I 80,Westbound,41.78017392,-107.3474395
I 80,Westbound,41.77997638,-107.346712
I 80,Westbound,41.77978789,-107.346068
I 80,Westbound,41.77959637,-107.3453883
I 80,Westbound,41.77927022,-107.3442633
I 80,Westbound,41.77899487,-107.3432696
I 80,Westbound,41.77879737,-107.3425859
I 80,Westbound,41.77860882,-107.3419141
I 80,Westbound,41.77818982,-107.3404394
I 80,Westbound,41.77805513,-107.3399584
I 80,Westbound,41.77793537,-107.3395092
I 80,Westbound,41.77779162,-107.3389408
I 80,Westbound,41.77756698,-107.3380424
I 80,Westbound,41.7774081,-107.3373188
I 80,Westbound,41.77733615,-107.3369849
I 80,Westbound,41.77724319,-107.3365396
I 80,Westbound,41.77714415,-107.3360148
I 80,Westbound,41.77702712,-107.3354065
I 80,Westbound,41.77691907,-107.33483
I 80,Westbound,41.77685297,-107.3344324
I 80,Westbound,41.77663342,-107.3329732
I 80,Westbound,41.77655813,-107.3324125
I 80,Westbound,41.77650386,-107.3319632
I 80,Westbound,41.77640423,-107.3310565
I 80,Westbound,41.77632557,-107.3302413
I 80,Westbound,41.77625262,-107.329267
I 80,Westbound,41.77618549,-107.3282051
I 80,Westbound,41.77615469,-107.3275409
I 80,Westbound,41.77613603,-107.3270279
I 80,Westbound,41.77613046,-107.3268524
I 80,Westbound,41.77612038,-107.3265347
I 80,Westbound,41.77610796,-107.3262046
I 80,Westbound,41.77610148,-107.3258705
I 80,Westbound,41.77610069,-107.3253573
I 80,Westbound,41.77610285,-107.3248363
I 80,Westbound,41.77610823,-107.3244624
I 80,Westbound,41.77611074,-107.324164
I 80,Westbound,41.77612202,-107.3237622
I 80,Westbound,41.77614474,-107.3230621
I 80,Westbound,41.77617049,-107.3223938
I 80,Westbound,41.77620229,-107.3217931
I 80,Westbound,41.7762663,-107.3208502
I 80,Westbound,41.77631587,-107.3201897
I 80,Westbound,41.77638017,-107.3194298
I 80,Westbound,41.77640214,-107.3191025
I 80,Westbound,41.77643251,-107.31865
I 80,Westbound,41.77644988,-107.3183397
I 80,Westbound,41.77650829,-107.3176315
I 80,Westbound,41.77650829,-107.3176315
I 80,Westbound,41.77659864,-107.31643
I 80,Westbound,41.77665408,-107.3157337
I 80,Westbound,41.77671204,-107.3149725
I 80,Westbound,41.77678525,-107.314011
I 80,Westbound,41.77692812,-107.3121808
I 80,Westbound,41.77696593,-107.3116397
I 80,Westbound,41.7770061,-107.311129
I 80,Westbound,41.7770061,-107.311129
I 80,Westbound,41.77715241,-107.3092128
I 80,Westbound,41.77720493,-107.3085762
I 80,Westbound,41.77736251,-107.3065071
I 80,Westbound,41.77748158,-107.3049436
I 80,Westbound,41.77756322,-107.3039449
I 80,Westbound,41.77758936,-107.303567
I 80,Westbound,41.77758936,-107.303567
I 80,Westbound,41.77760751,-107.3033253
I 80,Westbound,41.77766793,-107.3025206
I 80,Westbound,41.77773198,-107.301689
I 80,Westbound,41.77780755,-107.3006426
I 80,Westbound,41.77787748,-107.2997752
I 80,Westbound,41.7779531,-107.2987646
I 80,Westbound,41.77808697,-107.2970378
I 80,Westbound,41.77826728,-107.2946625
I 80,Westbound,41.77833717,-107.2937991
I 80,Westbound,41.77841003,-107.2929357
I 80,Westbound,41.77852626,-107.291376
I 80,Westbound,41.77856975,-107.2907473
I 80,Westbound,41.77862797,-107.2900272
I 80,Westbound,41.77873559,-107.2886624
I 80,Westbound,41.77883151,-107.287417
I 80,Westbound,41.7788896,-107.2866451
I 80,Westbound,41.77896231,-107.2857299
I 80,Westbound,41.7790117,-107.2850854
I 80,Westbound,41.77911347,-107.2838041
I 80,Westbound,41.77915428,-107.2833505
I 80,Westbound,41.77919525,-107.2829765
I 80,Westbound,41.77926416,-107.2824202
I 80,Westbound,41.77926416,-107.2824202
I 80,Westbound,41.77951267,-107.2808154
I 80,Westbound,41.77965402,-107.2800034
I 80,Westbound,41.77978347,-107.2791994
I 80,Westbound,41.77985461,-107.2787889
I 80,Westbound,41.77998075,-107.278061
I 80,Westbound,41.7801104,-107.2773684
I 80,Westbound,41.78015145,-107.277138
I 80,Westbound,41.78015145,-107.277138
I 80,Westbound,41.7804167,-107.2756568
I 80,Westbound,41.78053455,-107.2750239
I 80,Westbound,41.78057104,-107.2748158
I 80,Westbound,41.78062876,-107.2744865
I 80,Westbound,41.78072303,-107.273977
I 80,Westbound,41.78080544,-107.2734954
I 80,Westbound,41.78088792,-107.2730495
I 80,Westbound,41.78099394,-107.2724604
I 80,Westbound,41.78112065,-107.2718036
I 80,Westbound,41.78123541,-107.2711229
I 80,Westbound,41.78143561,-107.2700004
I 80,Westbound,41.7817273,-107.2684797
I 80,Westbound,41.78188627,-107.267592
I 80,Westbound,41.78194237,-107.2672584
I 80,Westbound,41.78194237,-107.2672584
I 80,Westbound,41.78201276,-107.2668397
I 80,Westbound,41.78212754,-107.2661869
I 80,Westbound,41.7821893,-107.2658127
I 80,Westbound,41.78223042,-107.2655381
I 80,Westbound,41.7822656,-107.2652754
I 80,Westbound,41.78229488,-107.2650326
I 80,Westbound,41.78232108,-107.2647461
I 80,Westbound,41.7823471,-107.264376
I 80,Westbound,41.78236435,-107.2640816
I 80,Westbound,41.78238422,-107.2636161
I 80,Westbound,41.78238654,-107.2633058
I 80,Westbound,41.782386,-107.2630512
I 80,Westbound,41.78237949,-107.2627887
I 80,Westbound,41.78237536,-107.2626841
I 80,Westbound,41.78237005,-107.26255
I 80,Westbound,41.7823576,-107.2622915
I 80,Westbound,41.78231477,-107.2617586
I 80,Westbound,41.7822905,-107.2615479
I 80,Westbound,41.78226616,-107.2613053
I 80,Westbound,41.78222987,-107.2610429
I 80,Westbound,41.78218156,-107.2607328
I 80,Westbound,41.78213634,-107.2604744
I 80,Westbound,41.782036,-107.259982
I 80,Westbound,41.782036,-107.259982
I 80,Westbound,41.78199,-107.2597704
I 80,Westbound,41.7819169,-107.2594602
I 80,Westbound,41.7818478,-107.2591876
I 80,Westbound,41.7817717,-107.2589093
I 80,Westbound,41.781693,-107.2586436
I 80,Westbound,41.7816063,-107.2583729
I 80,Westbound,41.78147286,-107.2579859
I 80,Westbound,41.78147286,-107.2579859
I 80,Westbound,41.781271,-107.2574175
I 80,Westbound,41.78099036,-107.2566429
I 80,Westbound,41.780979,-107.2566115
I 80,Westbound,41.7806964,-107.2558155
I 80,Westbound,41.7804389,-107.2550984
I 80,Westbound,41.7803213,-107.2547748
I 80,Westbound,41.7801264,-107.2542482
I 80,Westbound,41.7800295,-107.2539824
I 80,Westbound,41.7799145,-107.253655
I 80,Westbound,41.7797466,-107.2531646
I 80,Westbound,41.7796563,-107.2528924
I 80,Westbound,41.7795795,-107.2526538
I 80,Westbound,41.7794877,-107.2523595
I 80,Westbound,41.7794041,-107.2520814
I 80,Westbound,41.7793283,-107.2518188
I 80,Westbound,41.7792405,-107.2515026
I 80,Westbound,41.7791691,-107.2512291
I 80,Westbound,41.7791015,-107.2509533
I 80,Westbound,41.77904997,-107.2507334
I 80,Westbound,41.77904997,-107.2507334
I 80,Westbound,41.7789667,-107.2503593
I 80,Westbound,41.7789084,-107.2500793
I 80,Westbound,41.7788384,-107.2497238
I 80,Westbound,41.778798,-107.2495078
I 80,Westbound,41.7787431,-107.2491962
I 80,Westbound,41.7786948,-107.2489025
I 80,Westbound,41.7786463,-107.2485892
I 80,Westbound,41.7786051,-107.2483024
I 80,Westbound,41.7785679,-107.2480167
I 80,Westbound,41.7785344,-107.2477307
I 80,Westbound,41.7785039,-107.2474456
I 80,Westbound,41.7784741,-107.2471518
I 80,Westbound,41.7784482,-107.2468681
I 80,Westbound,41.7784248,-107.2465748
I 80,Westbound,41.7784044,-107.2462812
I 80,Westbound,41.7783867,-107.2459593
I 80,Westbound,41.7783744,-107.245666
I 80,Westbound,41.7783494,-107.244946
I 80,Westbound,41.77833517,-107.244495
I 80,Westbound,41.77832903,-107.2443498
I 80,Westbound,41.778262,-107.2421749
I 80,Westbound,41.7782216,-107.2409224
I 80,Westbound,41.7781697,-107.2390999
I 80,Westbound,41.7780893,-107.2364683
I 80,Westbound,41.77806608,-107.2358108
I 80,Westbound,41.7780498,-107.2353497
I 80,Westbound,41.7780498,-107.2353497
I 80,Westbound,41.7780112,-107.2341485
I 80,Westbound,41.7779857,-107.2331945
I 80,Westbound,41.77796362,-107.2324767
I 80,Westbound,41.7779132,-107.2308379
I 80,Westbound,41.7779047,-107.2305168
I 80,Westbound,41.7778977,-107.2301186
I 80,Westbound,41.7778959,-107.2299253
I 80,Westbound,41.7778961,-107.2296451
I 80,Westbound,41.7779021,-107.2292079
I 80,Westbound,41.7779134,-107.2287718
I 80,Westbound,41.7779243,-107.2284852
I 80,Westbound,41.7779367,-107.2282274
I 80,Westbound,41.7779581,-107.2278744
I 80,Westbound,41.7779736,-107.227655
I 80,Westbound,41.7779973,-107.2273593
I 80,Westbound,41.7780231,-107.2270734
I 80,Westbound,41.7780559,-107.2267498
I 80,Westbound,41.7780849,-107.226493
I 80,Westbound,41.7781207,-107.2262078
I 80,Westbound,41.778157,-107.2259408
I 80,Westbound,41.7781991,-107.2256464
I 80,Westbound,41.7782867,-107.2250754
I 80,Westbound,41.7783352,-107.224792
I 80,Westbound,41.77837855,-107.2245758
I 80,Westbound,41.77837855,-107.2245758
I 80,Westbound,41.7784597,-107.2241816
I 80,Westbound,41.7785121,-107.223934
I 80,Westbound,41.7785744,-107.2236497
I 80,Westbound,41.7786372,-107.223375
I 80,Westbound,41.7787035,-107.2231009
I 80,Westbound,41.7787824,-107.2227934
I 80,Westbound,41.7788575,-107.2225145
I 80,Westbound,41.7789253,-107.2222732
I 80,Westbound,41.7790212,-107.2219475
I 80,Westbound,41.7790976,-107.221699
I 80,Westbound,41.7791811,-107.2214365
I 80,Westbound,41.7792689,-107.2211664
I 80,Westbound,41.7793691,-107.2208706
I 80,Westbound,41.77946,-107.2206161
I 80,Westbound,41.7795593,-107.2203512
I 80,Westbound,41.7796567,-107.2200991
I 80,Westbound,41.77976,-107.2198396
I 80,Westbound,41.7798765,-107.2195575
I 80,Westbound,41.7799712,-107.2193351
I 80,Westbound,41.7800931,-107.2190561
I 80,Westbound,41.780195,-107.2188292
I 80,Westbound,41.7803237,-107.2185561
I 80,Westbound,41.7806832,-107.2178268
I 80,Westbound,41.7809991,-107.217195
I 80,Westbound,41.7809991,-107.217195
I 80,Westbound,41.78121857,-107.216764
I 80,Westbound,41.7814917,-107.2162276
I 80,Westbound,41.7817984,-107.2156304
I 80,Westbound,41.7830356,-107.2131876
I 80,Westbound,41.7838966,-107.2115039
I 80,Westbound,41.7843972,-107.2105088
I 80,Westbound,41.7852816,-107.2087658
I 80,Westbound,41.7857921,-107.2077634
I 80,Westbound,41.78631729,-107.2067285
I 80,Westbound,41.78642321,-107.2065197
I 80,Westbound,41.78724283,-107.2049169
I 80,Westbound,41.7872948,-107.2048104
I 80,Westbound,41.7872948,-107.2048104
I 80,Westbound,41.7874443,-107.2045163
I 80,Westbound,41.78753607,-107.204334
I 80,Westbound,41.7878128,-107.2037843
I 80,Westbound,41.7881222,-107.2031807
I 80,Westbound,41.788178,-107.2030718
I 80,Westbound,41.7883042,-107.2028224
I 80,Westbound,41.7884334,-107.202557
I 80,Westbound,41.7885508,-107.2023038
I 80,Westbound,41.7886605,-107.2020568
I 80,Westbound,41.7887692,-107.2017986
I 80,Westbound,41.7888816,-107.2015111
I 80,Westbound,41.7889774,-107.2012455
I 80,Westbound,41.7890631,-107.2009852
I 80,Westbound,41.7891433,-107.2007123
I 80,Westbound,41.7891757,-107.2005867
I 80,Westbound,41.7891757,-107.2005867
I 80,Westbound,41.78918584,-107.2005474
I 80,Westbound,41.78918584,-107.2005474
I 80,Westbound,41.78919482,-107.2005125
I 80,Westbound,41.78919482,-107.2005125
I 80,Westbound,41.7892123,-107.2004448
I 80,Westbound,41.7892752,-107.2001652
I 80,Westbound,41.7893299,-107.1998922
I 80,Westbound,41.7893816,-107.1995987
I 80,Westbound,41.7894278,-107.1992847
I 80,Westbound,41.7894588,-107.1990343
I 80,Westbound,41.7894889,-107.1987361
I 80,Westbound,41.7895098,-107.1984553
I 80,Westbound,41.7895219,-107.1982018
I 80,Westbound,41.78952658,-107.1980439
I 80,Westbound,41.7895297,-107.1978632
I 80,Westbound,41.789528,-107.1975805
I 80,Westbound,41.7895195,-107.1972884
I 80,Westbound,41.789504,-107.1970062
I 80,Westbound,41.7894765,-107.1966771
I 80,Westbound,41.7894437,-107.196388
I 80,Westbound,41.7894099,-107.1961365
I 80,Westbound,41.7893667,-107.1958489
I 80,Westbound,41.7893131,-107.1955352
I 80,Westbound,41.7892588,-107.1952507
I 80,Westbound,41.7891395,-107.1946633
I 80,Westbound,41.7889104,-107.1935698
I 80,Westbound,41.7886862,-107.1925179
I 80,Westbound,41.7886862,-107.1925179
I 80,Westbound,41.78857022,-107.1919711
I 80,Westbound,41.788004,-107.1893017
I 80,Westbound,41.7878813,-107.1887038
I 80,Westbound,41.7877703,-107.1881466
I 80,Westbound,41.7877036,-107.1878214
I 80,Westbound,41.787594,-107.1873007
I 80,Westbound,41.787356,-107.1861861
I 80,Westbound,41.7871704,-107.1853059
I 80,Westbound,41.7868055,-107.1835585
I 80,Westbound,41.7864502,-107.1818434
I 80,Westbound,41.7862717,-107.181
I 80,Westbound,41.7860772,-107.1800871
I 80,Westbound,41.785889,-107.1792122
I 80,Westbound,41.7856664,-107.1781628
I 80,Westbound,41.7854904,-107.177329
I 80,Westbound,41.7853738,-107.1767605
I 80,Westbound,41.7852627,-107.1761906
I 80,Westbound,41.7852107,-107.1759133
I 80,Westbound,41.7851587,-107.1756267
I 80,Westbound,41.785047,-107.174988
I 80,Westbound,41.7850063,-107.1747471
I 80,Westbound,41.7849601,-107.1744593
I 80,Westbound,41.784875,-107.1738907
I 80,Westbound,41.7847887,-107.1732837
I 80,Westbound,41.78475,-107.1729939
I 80,Westbound,41.7847143,-107.1727127
I 80,Westbound,41.7846444,-107.1721309
I 80,Westbound,41.7846118,-107.1718391
I 80,Westbound,41.7845812,-107.1715466
I 80,Westbound,41.7845535,-107.171263
I 80,Westbound,41.7845268,-107.1709695
I 80,Westbound,41.7845032,-107.1706852
I 80,Westbound,41.7843472,-107.168625
I 80,Westbound,41.7842817,-107.167711
I 80,Westbound,41.784188,-107.1664467
I 80,Westbound,41.7840718,-107.1648236
I 80,Westbound,41.7839363,-107.1629976
I 80,Westbound,41.7836169,-107.1585872
I 80,Westbound,41.7835249,-107.1573538
I 80,Westbound,41.7834846,-107.1567811
I 80,Westbound,41.7833554,-107.1550343
I 80,Westbound,41.7832991,-107.1543536
I 80,Westbound,41.7832508,-107.1537334
I 80,Westbound,41.7830552,-107.1511671
I 80,Westbound,41.7829385,-107.1495584
I 80,Westbound,41.7828368,-107.1482629
I 80,Westbound,41.7827677,-107.1472875
I 80,Westbound,41.782411,-107.1424373
I 80,Westbound,41.7822953,-107.1407907
I 80,Westbound,41.7822037,-107.1395763
I 80,Westbound,41.7821416,-107.1387176
I 80,Westbound,41.7820597,-107.1376252
I 80,Westbound,41.7819815,-107.1365493
I 80,Westbound,41.78194885,-107.136116
I 80,Westbound,41.7819091,-107.1355885
I 80,Westbound,41.781746,-107.133278
I 80,Westbound,41.781662,-107.1322304
I 80,Westbound,41.781662,-107.1322304
I 80,Westbound,41.7815867,-107.1312408
I 80,Westbound,41.7815638,-107.1309567
I 80,Westbound,41.7815372,-107.1306631
I 80,Westbound,41.781503,-107.1303412
I 80,Westbound,41.7814732,-107.1300936
I 80,Westbound,41.78145462,-107.1299571
I 80,Westbound,41.7814297,-107.129774
I 80,Westbound,41.7813758,-107.1294462
I 80,Westbound,41.7813226,-107.1291675
I 80,Westbound,41.7812613,-107.1288822
I 80,Westbound,41.7811968,-107.1286166
I 80,Westbound,41.7811201,-107.1283367
I 80,Westbound,41.7810267,-107.1280347
I 80,Westbound,41.7809468,-107.1277977
I 80,Westbound,41.7808511,-107.1275379
I 80,Westbound,41.7807347,-107.1272503
I 80,Westbound,41.7806366,-107.1270252
I 80,Westbound,41.7804945,-107.1267231
I 80,Westbound,41.780385,-107.1265079
I 80,Westbound,41.7802575,-107.1262742
I 80,Westbound,41.7801066,-107.1260154
I 80,Westbound,41.779968,-107.125792
I 80,Westbound,41.7798251,-107.1255726
I 80,Westbound,41.7796618,-107.125328
I 80,Westbound,41.7794238,-107.1249763
I 80,Westbound,41.77905832,-107.1244479
I 80,Westbound,41.77905832,-107.1244479
I 80,Westbound,41.7787394,-107.1239915
I 80,Westbound,41.77837815,-107.1234702
I 80,Westbound,41.77837815,-107.1234702
I 80,Westbound,41.77782827,-107.1226774
I 80,Westbound,41.77765092,-107.1224217
I 80,Westbound,41.77744667,-107.1221288
I 80,Westbound,41.7774038,-107.1220673
I 80,Westbound,41.7767763,-107.1211617
I 80,Westbound,41.7757419,-107.1196616
I 80,Westbound,41.7755788,-107.1194211
I 80,Westbound,41.7754349,-107.1191964
I 80,Westbound,41.7753004,-107.1189739
I 80,Westbound,41.7751658,-107.11874
I 80,Westbound,41.7750411,-107.1185093
I 80,Westbound,41.7749178,-107.1182677
I 80,Westbound,41.7748006,-107.1180226
I 80,Westbound,41.7747052,-107.1178066
I 80,Westbound,41.774677,-107.1177401
I 80,Westbound,41.7745876,-107.1175169
I 80,Westbound,41.7744921,-107.1172542
I 80,Westbound,41.7744031,-107.1169853
I 80,Westbound,41.7743241,-107.1167205
I 80,Westbound,41.7742494,-107.1164422
I 80,Westbound,41.7741744,-107.1161324
I 80,Westbound,41.7741135,-107.1158465
I 80,Westbound,41.7740623,-107.1155661
I 80,Westbound,41.7740197,-107.1152834
I 80,Westbound,41.7739844,-107.1149886
I 80,Westbound,41.7739562,-107.114672
I 80,Westbound,41.7739362,-107.1143736
I 80,Westbound,41.7739222,-107.1140842
I 80,Westbound,41.7739131,-107.1137941
I 80,Westbound,41.7739076,-107.1135047
I 80,Westbound,41.7738977,-107.1125907
I 80,Westbound,41.7738977,-107.1125907
I 80,Westbound,41.7738936,-107.112294
I 80,Westbound,41.7738818,-107.1111393
I 80,Westbound,41.773872,-107.110521
I 80,Westbound,41.7738666,-107.1098629
I 80,Westbound,41.7738526,-107.1087325
I 80,Westbound,41.7738457,-107.1075504
I 80,Westbound,41.7738272,-107.1060894
I 80,Westbound,41.7738192,-107.1052114
I 80,Westbound,41.7738152,-107.1049157
I 80,Westbound,41.773809,-107.1045912
I 80,Westbound,41.7737944,-107.1040458
I 80,Westbound,41.7737829,-107.1037107
I 80,Westbound,41.773758,-107.1031351
I 80,Westbound,41.7737436,-107.102847
I 80,Westbound,41.7737153,-107.1023377
I 80,Westbound,41.7736903,-107.1019352
I 80,Westbound,41.7736532,-107.1014018
I 80,Westbound,41.7736269,-107.1010707
I 80,Westbound,41.7736019,-107.1007891
I 80,Westbound,41.7735734,-107.1004914
I 80,Westbound,41.7735162,-107.0999218
I 80,Westbound,41.7734815,-107.0995945
I 80,Westbound,41.7734163,-107.099021
I 80,Westbound,41.7733804,-107.0987289
I 80,Westbound,41.7733385,-107.0984092
I 80,Westbound,41.7732984,-107.0981182
I 80,Westbound,41.7732103,-107.097509
I 80,Westbound,41.7731569,-107.0971531
I 80,Westbound,41.7730847,-107.0966947
I 80,Westbound,41.772935,-107.0958049
I 80,Westbound,41.7726946,-107.0943457
I 80,Westbound,41.7724621,-107.0928822
I 80,Westbound,41.7723213,-107.092023
I 80,Westbound,41.7721745,-107.0911404
I 80,Westbound,41.77213255,-107.0908787
I 80,Westbound,41.772083,-107.0905697
I 80,Westbound,41.7720033,-107.090035
I 80,Westbound,41.7720033,-107.090035
I 80,Westbound,41.7719594,-107.0897136
I 80,Westbound,41.77191636,-107.0893768
I 80,Westbound,41.7718857,-107.089065
I 80,Westbound,41.771862,-107.0888066
I 80,Westbound,41.7718399,-107.0885196
I 80,Westbound,41.7718218,-107.0882325
I 80,Westbound,41.7718077,-107.0879468
I 80,Westbound,41.7717958,-107.0875846
I 80,Westbound,41.7717915,-107.0873273
I 80,Westbound,41.7717919,-107.0870321
I 80,Westbound,41.77179367,-107.0869537
I 80,Westbound,41.7717992,-107.0867089
I 80,Westbound,41.7718095,-107.0864524
I 80,Westbound,41.7718232,-107.0861964
I 80,Westbound,41.771847,-107.0858362
I 80,Westbound,41.7718678,-107.0855806
I 80,Westbound,41.7718988,-107.0852595
I 80,Westbound,41.7719279,-107.085005
I 80,Westbound,41.7719412,-107.0849016
I 80,Westbound,41.7719705,-107.0846856
I 80,Westbound,41.7720147,-107.0843953
I 80,Westbound,41.7720595,-107.0841234
I 80,Westbound,41.7721188,-107.0837979
I 80,Westbound,41.7721744,-107.0835199
I 80,Westbound,41.7722339,-107.0832339
I 80,Westbound,41.772349,-107.082683
I 80,Westbound,41.77242984,-107.0823093
I 80,Westbound,41.77242984,-107.0823093
I 80,Westbound,41.7728441,-107.0804096
I 80,Westbound,41.7730833,-107.0792936
I 80,Westbound,41.773146,-107.0789795
I 80,Westbound,41.7731984,-107.0786987
I 80,Westbound,41.7732483,-107.0784172
I 80,Westbound,41.7732963,-107.0781254
I 80,Westbound,41.7733386,-107.077842
I 80,Westbound,41.773378,-107.0775592
I 80,Westbound,41.7734453,-107.0770512
I 80,Westbound,41.7734584,-107.0769479
I 80,Westbound,41.773492,-107.0766573
I 80,Westbound,41.7735208,-107.076377
I 80,Westbound,41.77352796,-107.076296
I 80,Westbound,41.7735523,-107.0760206
I 80,Westbound,41.7735695,-107.0757983
I 80,Westbound,41.7735885,-107.0755058
I 80,Westbound,41.7736045,-107.0752109
I 80,Westbound,41.7736179,-107.0749236
I 80,Westbound,41.7736371,-107.0744141
I 80,Westbound,41.7736371,-107.0744141
I 80,Westbound,41.7736467,-107.0740106
I 80,Westbound,41.77364812,-107.0738307
I 80,Westbound,41.7736489,-107.0737319
I 80,Westbound,41.7736479,-107.0733973
I 80,Westbound,41.7736451,-107.0731493
I 80,Westbound,41.7736394,-107.0728547
I 80,Westbound,41.7736291,-107.0725334
I 80,Westbound,41.7736164,-107.0722713
I 80,Westbound,41.7735987,-107.0719791
I 80,Westbound,41.7735758,-107.0716593
I 80,Westbound,41.7735519,-107.0713677
I 80,Westbound,41.773527,-107.0710854
I 80,Westbound,41.7734982,-107.0707839
I 80,Westbound,41.7734677,-107.0705017
I 80,Westbound,41.7734308,-107.070211
I 80,Westbound,41.7733903,-107.069921
I 80,Westbound,41.773301,-107.0693135
I 80,Westbound,41.7732246,-107.0688186
I 80,Westbound,41.7731667,-107.0684639
I 80,Westbound,41.7730582,-107.067826
I 80,Westbound,41.772814,-107.0664496
I 80,Westbound,41.7725121,-107.0647183
I 80,Westbound,41.7720238,-107.0618705
I 80,Westbound,41.771724,-107.0601689
I 80,Westbound,41.7715682,-107.0592541
I 80,Westbound,41.7714566,-107.0586176
I 80,Westbound,41.7711083,-107.0565904
I 80,Westbound,41.7708097,-107.0548913
I 80,Westbound,41.7706632,-107.0540428
I 80,Westbound,41.7704191,-107.0526571
I 80,Westbound,41.7699553,-107.0499695
I 80,Westbound,41.7698574,-107.0493958
I 80,Westbound,41.7697093,-107.0485549
I 80,Westbound,41.769563,-107.0476999
I 80,Westbound,41.7694076,-107.0468153
I 80,Westbound,41.7692561,-107.0459319
I 80,Westbound,41.7690463,-107.04473
I 80,Westbound,41.7688511,-107.0435973
I 80,Westbound,41.7686098,-107.042216
I 80,Westbound,41.7684573,-107.0413583
I 80,Westbound,41.7683482,-107.0407347
I 80,Westbound,41.7679651,-107.0384946
I 80,Westbound,41.767808,-107.0376084
I 80,Westbound,41.7675006,-107.035831
I 80,Westbound,41.7672541,-107.034425
I 80,Westbound,41.7670199,-107.0330658
I 80,Westbound,41.7667224,-107.0313717
I 80,Westbound,41.7664707,-107.0299086
I 80,Westbound,41.7661588,-107.0281391
I 80,Westbound,41.7659414,-107.0268946
I 80,Westbound,41.7657039,-107.0255155
I 80,Westbound,41.7655747,-107.0247742
I 80,Westbound,41.7654046,-107.0237763
I 80,Westbound,41.7650368,-107.0216883
I 80,Westbound,41.7638775,-107.0150214
I 80,Westbound,41.7635809,-107.0132861
I 80,Westbound,41.7632015,-107.0111184
I 80,Westbound,41.7626938,-107.0082066
I 80,Westbound,41.762451,-107.006825
I 80,Westbound,41.7620946,-107.0047627
I 80,Westbound,41.7617395,-107.002745
I 80,Westbound,41.7615627,-107.0017163
I 80,Westbound,41.761089,-106.9989858
I 80,Westbound,41.7607839,-106.9972543
I 80,Westbound,41.7602152,-106.9939846
I 80,Westbound,41.760067,-106.9931416
I 80,Westbound,41.7597798,-106.9914716
I 80,Westbound,41.7592958,-106.9887063
I 80,Westbound,41.7587713,-106.9856892
I 80,Westbound,41.7585684,-106.9845149
I 80,Westbound,41.7584182,-106.9836618
I 80,Westbound,41.7582159,-106.9824963
I 80,Westbound,41.7579605,-106.9810422
I 80,Westbound,41.7577623,-106.9799022
I 80,Westbound,41.757458,-106.9781363
I 80,Westbound,41.7572836,-106.9771478
I 80,Westbound,41.7572836,-106.9771478
I 80,Westbound,41.7571541,-106.9764093
