ROUTE,DIRECTION,LATITUDE,LONGITUDE
I 80,Westbound,41.5637965,-109.5572083
I 80,Westbound,41.5638802,-109.5569079
I 80,Westbound,41.5639614,-109.5565962
I 80,Westbound,41.5640105,-109.5563989
I 80,Westbound,41.5640769,-109.55612
I 80,Westbound,41.5641408,-109.5558286
I 80,Westbound,41.5642029,-109.5555171
I 80,Westbound,41.564254,-109.5552406
I 80,Westbound,41.5642972,-109.5549908
I 80,Westbound,41.5643475,-109.5546748
I 80,Westbound,41.56437497,-109.5544816
I 80,Westbound,41.5643887,-109.554385
I 80,Westbound,41.5644018,-109.5542849
I 80,Westbound,41.5644254,-109.5541027
I 80,Westbound,41.5644598,-109.5538107
I 80,Westbound,41.5644891,-109.5535272
I 80,Westbound,41.5645176,-109.5532049
I 80,Westbound,41.5645388,-109.5529197
I 80,Westbound,41.5645571,-109.5526149
I 80,Westbound,41.5645697,-109.5523373
I 80,Westbound,41.5645787,-109.552041
I 80,Westbound,41.564581,-109.5518974
I 80,Westbound,41.564581,-109.5518974
I 80,Westbound,41.5645833,-109.551716
I 80,Westbound,41.5645837,-109.5514375
I 80,Westbound,41.5645804,-109.5511407
I 80,Westbound,41.5645733,-109.5508442
I 80,Westbound,41.5645625,-109.5505577
I 80,Westbound,41.5645461,-109.5502434
I 80,Westbound,41.5645255,-109.5499493
I 80,Westbound,41.564501,-109.5496658
I 80,Westbound,41.5644702,-109.5493645
I 80,Westbound,41.5644376,-109.5490828
I 80,Westbound,41.5644011,-109.5487923
I 80,Westbound,41.5643627,-109.548512
I 80,Westbound,41.5643192,-109.5482233
I 80,Westbound,41.5643022,-109.5481212
I 80,Westbound,41.564266,-109.5479079
I 80,Westbound,41.5642268,-109.5476952
I 80,Westbound,41.5641584,-109.5473441
I 80,Westbound,41.56414675,-109.5472883
I 80,Westbound,41.5640988,-109.5470587
I 80,Westbound,41.5640446,-109.5468193
I 80,Westbound,41.5639622,-109.5464848
I 80,Westbound,41.5638976,-109.5462419
I 80,Westbound,41.56381,-109.5459299
I 80,Westbound,41.563731,-109.5456636
I 80,Westbound,41.5636494,-109.5453996
I 80,Westbound,41.5635618,-109.5451289
I 80,Westbound,41.5634734,-109.5448695
I 80,Westbound,41.5633815,-109.5446126
I 80,Westbound,41.5632709,-109.5443158
I 80,Westbound,41.5631705,-109.5440548
I 80,Westbound,41.5624696,-109.5422577
I 80,Westbound,41.5623698,-109.5419974
I 80,Westbound,41.5622396,-109.541641
I 80,Westbound,41.5622396,-109.541641
I 80,Westbound,41.5621703,-109.5414451
I 80,Westbound,41.5620945,-109.5412224
I 80,Westbound,41.5619981,-109.5409292
I 80,Westbound,41.5619121,-109.5406601
I 80,Westbound,41.5618623,-109.5404975
I 80,Westbound,41.5618292,-109.5403891
I 80,Westbound,41.5617493,-109.5401161
I 80,Westbound,41.5616719,-109.5398417
I 80,Westbound,41.5615995,-109.5395752
I 80,Westbound,41.5615216,-109.5392737
I 80,Westbound,41.5614531,-109.5389948
I 80,Westbound,41.5613962,-109.5387526
I 80,Westbound,41.5613263,-109.5384374
I 80,Westbound,41.5612754,-109.5381936
I 80,Westbound,41.5612216,-109.5379258
I 80,Westbound,41.5611583,-109.5375979
I 80,Westbound,41.561114,-109.5373542
I 80,Westbound,41.5610754,-109.5371284
I 80,Westbound,41.5610215,-109.5367926
I 80,Westbound,41.5609765,-109.5364803
I 80,Westbound,41.5609054,-109.5359361
I 80,Westbound,41.5608445,-109.5354384
I 80,Westbound,41.5607498,-109.5346429
I 80,Westbound,41.5607498,-109.5346429
I 80,Westbound,41.5606943,-109.5341846
I 80,Westbound,41.5606286,-109.5336123
I 80,Westbound,41.56056978,-109.5331095
I 80,Westbound,41.5603886,-109.5315606
I 80,Westbound,41.5602215,-109.5301635
I 80,Westbound,41.5601254,-109.5293417
I 80,Westbound,41.56007748,-109.5289409
I 80,Westbound,41.5600091,-109.5283688
I 80,Westbound,41.5599392,-109.5277661
I 80,Westbound,41.5599086,-109.5275123
I 80,Westbound,41.5598679,-109.5271936
I 80,Westbound,41.5598223,-109.5268668
I 80,Westbound,41.5597852,-109.5266247
I 80,Westbound,41.5597367,-109.5263363
I 80,Westbound,41.5596845,-109.5260483
I 80,Westbound,41.5596307,-109.5257707
I 80,Westbound,41.5595656,-109.5254579
I 80,Westbound,41.5595041,-109.5251824
I 80,Westbound,41.5594389,-109.5249092
I 80,Westbound,41.559365,-109.5246196
I 80,Westbound,41.559292,-109.5243493
I 80,Westbound,41.5592123,-109.5240718
I 80,Westbound,41.5591222,-109.5237786
I 80,Westbound,41.5590367,-109.5235142
I 80,Westbound,41.5589569,-109.5232783
I 80,Westbound,41.5588525,-109.522984
I 80,Westbound,41.5587431,-109.5226928
I 80,Westbound,41.5586536,-109.522463
I 80,Westbound,41.558537,-109.5221768
I 80,Westbound,41.5584337,-109.5219346
I 80,Westbound,41.5583171,-109.5216703
I 80,Westbound,41.557516,-109.5199028
I 80,Westbound,41.5568232,-109.5183829
I 80,Westbound,41.5567005,-109.5181081
I 80,Westbound,41.5565889,-109.5178493
I 80,Westbound,41.5564888,-109.5176055
I 80,Westbound,41.5563819,-109.5173306
I 80,Westbound,41.5562876,-109.5170749
I 80,Westbound,41.5561953,-109.5168121
I 80,Westbound,41.5560989,-109.5165215
I 80,Westbound,41.5560768,-109.5164507
I 80,Westbound,41.5560134,-109.5162461
I 80,Westbound,41.5559379,-109.5159851
I 80,Westbound,41.5558521,-109.5156704
I 80,Westbound,41.5557822,-109.5153989
I 80,Westbound,41.5557171,-109.5151258
I 80,Westbound,41.5556567,-109.5148516
I 80,Westbound,41.555593,-109.5145392
I 80,Westbound,41.5555379,-109.5142432
I 80,Westbound,41.5554905,-109.513964
I 80,Westbound,41.5554461,-109.5136739
I 80,Westbound,41.5554085,-109.5134003
I 80,Westbound,41.5553727,-109.5131077
I 80,Westbound,41.5553376,-109.5127767
I 80,Westbound,41.5552284,-109.5116415
I 80,Westbound,41.5551141,-109.5104841
I 80,Westbound,41.55502211,-109.5094906
I 80,Westbound,41.55502211,-109.5094906
I 80,Westbound,41.5548951,-109.5081852
I 80,Westbound,41.5547831,-109.5070066
I 80,Westbound,41.5546141,-109.5052801
I 80,Westbound,41.5543722,-109.5027707
I 80,Westbound,41.5543116,-109.5021553
I 80,Westbound,41.5542496,-109.5015103
I 80,Westbound,41.5541946,-109.5009192
I 80,Westbound,41.5541389,-109.5003458
I 80,Westbound,41.5541096,-109.500064
I 80,Westbound,41.5540734,-109.4997469
I 80,Westbound,41.5540415,-109.4994911
I 80,Westbound,41.5539968,-109.4991641
I 80,Westbound,41.5539572,-109.498896
I 80,Westbound,41.5539104,-109.498599
I 80,Westbound,41.5538636,-109.4983211
I 80,Westbound,41.5538193,-109.4980713
I 80,Westbound,41.5537607,-109.497758
I 80,Westbound,41.5537038,-109.4974738
I 80,Westbound,41.5536441,-109.4971908
I 80,Westbound,41.5535778,-109.4968906
I 80,Westbound,41.553513,-109.4966098
I 80,Westbound,41.5534475,-109.4963394
I 80,Westbound,41.5533764,-109.4960618
I 80,Westbound,41.5533045,-109.4957947
I 80,Westbound,41.5532273,-109.4955203
I 80,Westbound,41.5531471,-109.495248
I 80,Westbound,41.5530605,-109.4949685
I 80,Westbound,41.5529646,-109.4946741
I 80,Westbound,41.552878,-109.4944154
I 80,Westbound,41.5527896,-109.4941576
I 80,Westbound,41.5526958,-109.4938924
I 80,Westbound,41.552596,-109.4936216
I 80,Westbound,41.5524965,-109.4933609
I 80,Westbound,41.5523977,-109.4931104
I 80,Westbound,41.5522931,-109.4928533
I 80,Westbound,41.5521886,-109.4926071
I 80,Westbound,41.5520743,-109.4923468
I 80,Westbound,41.5519655,-109.4921043
I 80,Westbound,41.5518505,-109.4918558
I 80,Westbound,41.551733,-109.4916096
I 80,Westbound,41.5516168,-109.4913738
I 80,Westbound,41.5514901,-109.4911247
I 80,Westbound,41.5513693,-109.4908932
I 80,Westbound,41.5512414,-109.4906565
I 80,Westbound,41.5510937,-109.4903922
I 80,Westbound,41.5509297,-109.4901094
I 80,Westbound,41.550538,-109.4894554
I 80,Westbound,41.549865,-109.4883484
I 80,Westbound,41.5493229,-109.4874499
I 80,Westbound,41.5479443,-109.4851854
I 80,Westbound,41.547538,-109.4845134
I 80,Westbound,41.5470872,-109.4837716
I 80,Westbound,41.5465575,-109.482895
I 80,Westbound,41.5463885,-109.4826187
I 80,Westbound,41.5462512,-109.482398
I 80,Westbound,41.546104,-109.4821743
I 80,Westbound,41.5459541,-109.4819659
I 80,Westbound,41.5458014,-109.4817652
I 80,Westbound,41.5456161,-109.4815382
I 80,Westbound,41.545454,-109.4813555
I 80,Westbound,41.5453768,-109.4812752
I 80,Westbound,41.5453768,-109.4812752
I 80,Westbound,41.5452783,-109.4811733
I 80,Westbound,41.5451034,-109.4810063
I 80,Westbound,41.5449168,-109.4808453
I 80,Westbound,41.5447249,-109.480695
I 80,Westbound,41.5445432,-109.4805637
I 80,Westbound,41.54445066,-109.4805015
I 80,Westbound,41.5443486,-109.4804328
I 80,Westbound,41.5441217,-109.4802896
I 80,Westbound,41.5439247,-109.4801718
I 80,Westbound,41.5434969,-109.4799243
I 80,Westbound,41.5428963,-109.4795817
I 80,Westbound,41.542699,-109.4794678
I 80,Westbound,41.5424954,-109.4793474
I 80,Westbound,41.542299,-109.4792278
I 80,Westbound,41.5421043,-109.4791025
I 80,Westbound,41.54203096,-109.4790512
I 80,Westbound,41.5419076,-109.478965
I 80,Westbound,41.5416964,-109.4788012
I 80,Westbound,41.541515,-109.4786449
I 80,Westbound,41.541338,-109.4784789
I 80,Westbound,41.541185,-109.4783257
I 80,Westbound,41.541185,-109.4783257
I 80,Westbound,41.54115854,-109.4782989
I 80,Westbound,41.54115854,-109.4782989
I 80,Westbound,41.54114235,-109.4782819
I 80,Westbound,41.54114235,-109.4782819
I 80,Westbound,41.5409695,-109.4780946
I 80,Westbound,41.5408075,-109.4779033
I 80,Westbound,41.5407509,-109.4778293
I 80,Westbound,41.5407509,-109.4778293
I 80,Westbound,41.5406531,-109.4777014
I 80,Westbound,41.5405019,-109.4774816
I 80,Westbound,41.5403672,-109.477267
I 80,Westbound,41.5402302,-109.4770307
I 80,Westbound,41.5400875,-109.4767625
I 80,Westbound,41.5399688,-109.4765191
I 80,Westbound,41.5398594,-109.4762782
I 80,Westbound,41.5398011,-109.4761448
I 80,Westbound,41.5396245,-109.4757327
I 80,Westbound,41.5392562,-109.4748572
I 80,Westbound,41.53906824,-109.4744153
I 80,Westbound,41.53906824,-109.4744153
I 80,Westbound,41.5385766,-109.4732425
I 80,Westbound,41.5383595,-109.4727323
I 80,Westbound,41.5381436,-109.4722179
I 80,Westbound,41.537715,-109.4712111
I 80,Westbound,41.5376085,-109.4709667
I 80,Westbound,41.5374968,-109.4707203
I 80,Westbound,41.5373803,-109.4704728
I 80,Westbound,41.5371753,-109.4700494
I 80,Westbound,41.5370709,-109.4698421
I 80,Westbound,41.5368701,-109.4694582
I 80,Westbound,41.5367617,-109.4692583
I 80,Westbound,41.5366506,-109.4690581
I 80,Westbound,41.536488,-109.468773
I 80,Westbound,41.5363852,-109.4685961
I 80,Westbound,41.53619701,-109.4682783
I 80,Westbound,41.53603896,-109.4679927
I 80,Westbound,41.53592609,-109.4677581
I 80,Westbound,41.53581999,-109.4674411
I 80,Westbound,41.53568304,-109.4670642
I 80,Westbound,41.53552985,-109.4666942
I 80,Westbound,41.53535865,-109.4664003
I 80,Westbound,41.53518567,-109.4662079
I 80,Westbound,41.53497985,-109.4659858
I 80,Westbound,41.53468834,-109.4656216
I 80,Westbound,41.5344669,-109.4653389
I 80,Westbound,41.53420486,-109.4649248
I 80,Westbound,41.5338587,-109.4642809
I 80,Westbound,41.533741,-109.464039
I 80,Westbound,41.5335919,-109.4637232
I 80,Westbound,41.5332703,-109.4630242
I 80,Westbound,41.5321013,-109.4604412
I 80,Westbound,41.5317715,-109.4597247
I 80,Westbound,41.5316577,-109.4594807
I 80,Westbound,41.53148358,-109.4591185
I 80,Westbound,41.53148358,-109.4591185
I 80,Westbound,41.5313913,-109.4589325
I 80,Westbound,41.5312854,-109.4587269
I 80,Westbound,41.5311886,-109.458544
I 80,Westbound,41.5310132,-109.4582208
I 80,Westbound,41.5308842,-109.4579912
I 80,Westbound,41.5307359,-109.4577349
I 80,Westbound,41.5305997,-109.4575053
I 80,Westbound,41.5304811,-109.4573088
I 80,Westbound,41.5303259,-109.45706
I 80,Westbound,41.5300596,-109.4566472
I 80,Westbound,41.5296485,-109.4560258
I 80,Westbound,41.5292392,-109.4554032
I 80,Westbound,41.5286478,-109.4545104
I 80,Westbound,41.5281856,-109.4538051
I 80,Westbound,41.5273638,-109.4525587
I 80,Westbound,41.5267039,-109.4515472
I 80,Westbound,41.5260001,-109.4504823
I 80,Westbound,41.52576773,-109.4501245
I 80,Westbound,41.5255723,-109.4498235
I 80,Westbound,41.5254369,-109.4496118
I 80,Westbound,41.525325,-109.4494281
I 80,Westbound,41.5252954,-109.4493791
I 80,Westbound,41.5251675,-109.4491573
I 80,Westbound,41.5250427,-109.4489301
I 80,Westbound,41.5249143,-109.4486825
I 80,Westbound,41.524799,-109.4484454
I 80,Westbound,41.5246849,-109.4481965
I 80,Westbound,41.5245755,-109.447945
I 80,Westbound,41.5244719,-109.447691
I 80,Westbound,41.5243753,-109.4474328
I 80,Westbound,41.5243753,-109.4474328
I 80,Westbound,41.5242854,-109.4471708
I 80,Westbound,41.5242011,-109.4469044
I 80,Westbound,41.5241103,-109.4465903
I 80,Westbound,41.5240486,-109.4463604
I 80,Westbound,41.5239802,-109.4460835
I 80,Westbound,41.5239177,-109.4458041
I 80,Westbound,41.52388053,-109.4456195
I 80,Westbound,41.52388053,-109.4456195
I 80,Westbound,41.5238682,-109.4455579
I 80,Westbound,41.5238682,-109.4455579
I 80,Westbound,41.52385474,-109.4454887
I 80,Westbound,41.52385474,-109.4454887
I 80,Westbound,41.5238082,-109.4452287
I 80,Westbound,41.5237648,-109.4449525
I 80,Westbound,41.5237258,-109.4446645
I 80,Westbound,41.5236926,-109.4443749
I 80,Westbound,41.5236659,-109.444083
I 80,Westbound,41.5236465,-109.4437996
I 80,Westbound,41.5236325,-109.4435057
I 80,Westbound,41.5236239,-109.4431736
I 80,Westbound,41.5236226,-109.4428967
I 80,Westbound,41.52362698,-109.4426465
I 80,Westbound,41.5236276,-109.4426108
I 80,Westbound,41.5236387,-109.4423159
I 80,Westbound,41.5236557,-109.4420307
I 80,Westbound,41.5236799,-109.4417364
I 80,Westbound,41.5237102,-109.441443
I 80,Westbound,41.5237487,-109.4411317
I 80,Westbound,41.5237913,-109.4408404
I 80,Westbound,41.5238391,-109.4405602
I 80,Westbound,41.5238803,-109.4403471
I 80,Westbound,41.5239024,-109.440237
I 80,Westbound,41.5239614,-109.4399699
I 80,Westbound,41.5240298,-109.4396876
I 80,Westbound,41.5241011,-109.4394166
I 80,Westbound,41.5241805,-109.4391392
I 80,Westbound,41.524261,-109.4388821
I 80,Westbound,41.5243655,-109.4385773
I 80,Westbound,41.5244632,-109.4383105
I 80,Westbound,41.5245843,-109.4379926
I 80,Westbound,41.52465707,-109.437808
I 80,Westbound,41.524739,-109.4376001
I 80,Westbound,41.5250861,-109.4367362
I 80,Westbound,41.5254146,-109.4359133
I 80,Westbound,41.5254146,-109.4359133
I 80,Westbound,41.5258257,-109.4348903
I 80,Westbound,41.52588331,-109.4347458
I 80,Westbound,41.5261345,-109.4341159
I 80,Westbound,41.5265059,-109.4331897
I 80,Westbound,41.5268625,-109.4322947
I 80,Westbound,41.5269653,-109.4320334
I 80,Westbound,41.527062,-109.4317803
I 80,Westbound,41.5271555,-109.4315284
I 80,Westbound,41.5272628,-109.431229
I 80,Westbound,41.5273556,-109.4309563
I 80,Westbound,41.5274302,-109.4307239
I 80,Westbound,41.5275015,-109.4304894
I 80,Westbound,41.5275977,-109.4301587
I 80,Westbound,41.5276485,-109.4299742
I 80,Westbound,41.5276729,-109.4298843
I 80,Westbound,41.5277444,-109.4296071
I 80,Westbound,41.5278083,-109.4293422
I 80,Westbound,41.5278706,-109.4290636
I 80,Westbound,41.527929,-109.4287827
I 80,Westbound,41.5279781,-109.4285288
I 80,Westbound,41.5280346,-109.4282174
I 80,Westbound,41.5280808,-109.4279421
I 80,Westbound,41.5281251,-109.427657
I 80,Westbound,41.5281645,-109.4273811
I 80,Westbound,41.5282018,-109.427087
I 80,Westbound,41.528233,-109.4268022
I 80,Westbound,41.5282606,-109.4265167
I 80,Westbound,41.5282853,-109.4262204
I 80,Westbound,41.5283044,-109.4259317
I 80,Westbound,41.5283193,-109.4256425
I 80,Westbound,41.5283296,-109.4253895
I 80,Westbound,41.5283386,-109.4250701
I 80,Westbound,41.5283418,-109.4247874
I 80,Westbound,41.5283416,-109.4245928
I 80,Westbound,41.5283413,-109.4244856
I 80,Westbound,41.5283365,-109.4241931
I 80,Westbound,41.5283272,-109.4239008
I 80,Westbound,41.5283139,-109.4236171
I 80,Westbound,41.5282846,-109.4231432
I 80,Westbound,41.528175,-109.4215315
I 80,Westbound,41.5280752,-109.4201498
I 80,Westbound,41.5280083,-109.4192538
I 80,Westbound,41.5279209,-109.4180191
I 80,Westbound,41.5277993,-109.4163573
I 80,Westbound,41.5277169,-109.415189
I 80,Westbound,41.5276065,-109.4136752
I 80,Westbound,41.5275846,-109.4133217
I 80,Westbound,41.5275706,-109.4130635
I 80,Westbound,41.5275603,-109.4128437
I 80,Westbound,41.5275457,-109.4124786
I 80,Westbound,41.5275365,-109.412156
I 80,Westbound,41.5275318,-109.4118687
I 80,Westbound,41.5275307,-109.4115711
I 80,Westbound,41.5275327,-109.4112838
I 80,Westbound,41.5275371,-109.4109927
I 80,Westbound,41.5275443,-109.4107079
I 80,Westbound,41.5275562,-109.4103735
I 80,Westbound,41.5275699,-109.4100948
I 80,Westbound,41.5275892,-109.4097706
I 80,Westbound,41.5276056,-109.4095348
I 80,Westbound,41.5276334,-109.4091947
I 80,Westbound,41.5276607,-109.408908
I 80,Westbound,41.5276918,-109.4086125
I 80,Westbound,41.5277243,-109.4083267
I 80,Westbound,41.5277644,-109.408005
I 80,Westbound,41.5278034,-109.4077215
I 80,Westbound,41.5278458,-109.4074385
I 80,Westbound,41.5278917,-109.4071474
I 80,Westbound,41.5279955,-109.4065218
I 80,Westbound,41.5283346,-109.4045427
I 80,Westbound,41.5284799,-109.4036804
I 80,Westbound,41.5287793,-109.4019476
I 80,Westbound,41.5289719,-109.4008145
I 80,Westbound,41.5290751,-109.400221
I 80,Westbound,41.5291717,-109.3996542
I 80,Westbound,41.5292708,-109.3990871
I 80,Westbound,41.5293315,-109.3987632
I 80,Westbound,41.529386,-109.398494
I 80,Westbound,41.5294407,-109.3982455
I 80,Westbound,41.5295143,-109.3979343
I 80,Westbound,41.5295917,-109.3976354
I 80,Westbound,41.5296589,-109.3973931
I 80,Westbound,41.5297512,-109.3970819
I 80,Westbound,41.5298377,-109.3968093
I 80,Westbound,41.5299224,-109.3965548
I 80,Westbound,41.5300044,-109.3963203
I 80,Westbound,41.5301118,-109.3960283
I 80,Westbound,41.530208,-109.395782
I 80,Westbound,41.5303273,-109.3954903
I 80,Westbound,41.5304371,-109.3952351
I 80,Westbound,41.530547,-109.3949915
I 80,Westbound,41.5306648,-109.3947442
I 80,Westbound,41.5307827,-109.3945091
I 80,Westbound,41.5309748,-109.394137
I 80,Westbound,41.5316694,-109.3928025
I 80,Westbound,41.5317931,-109.3925603
I 80,Westbound,41.5319149,-109.3923158
I 80,Westbound,41.5320295,-109.3920756
I 80,Westbound,41.5321389,-109.3918337
I 80,Westbound,41.5322255,-109.3916319
I 80,Westbound,41.5322479,-109.3915795
I 80,Westbound,41.532349,-109.3913303
I 80,Westbound,41.5324483,-109.3910698
I 80,Westbound,41.5325419,-109.3908064
I 80,Westbound,41.5325644,-109.3907388
I 80,Westbound,41.5326262,-109.3905517
I 80,Westbound,41.5327124,-109.3902717
I 80,Westbound,41.5327883,-109.3900024
I 80,Westbound,41.5328273,-109.3898531
I 80,Westbound,41.5328586,-109.3897326
I 80,Westbound,41.5329237,-109.3894583
I 80,Westbound,41.5329841,-109.3891723
I 80,Westbound,41.5330419,-109.3888643
I 80,Westbound,41.533084,-109.3886102
I 80,Westbound,41.5331194,-109.388362
I 80,Westbound,41.5331597,-109.388038
I 80,Westbound,41.5331884,-109.3877495
I 80,Westbound,41.5332105,-109.3874692
I 80,Westbound,41.5332152,-109.3873943
I 80,Westbound,41.5332282,-109.3871789
I 80,Westbound,41.5332408,-109.386888
I 80,Westbound,41.5332473,-109.3865956
I 80,Westbound,41.5332471,-109.3862746
I 80,Westbound,41.5332405,-109.3859819
I 80,Westbound,41.5332268,-109.3856899
I 80,Westbound,41.5332078,-109.3854079
I 80,Westbound,41.53319,-109.3851948
I 80,Westbound,41.5331546,-109.3848274
I 80,Westbound,41.5331233,-109.3845468
I 80,Westbound,41.5330876,-109.3842567
I 80,Westbound,41.5328929,-109.3827436
I 80,Westbound,41.5325827,-109.380357
I 80,Westbound,41.5324474,-109.3793069
I 80,Westbound,41.5324062,-109.3789768
I 80,Westbound,41.5323748,-109.3787017
I 80,Westbound,41.5323463,-109.3784169
I 80,Westbound,41.5323199,-109.3780932
I 80,Westbound,41.5323022,-109.3777976
I 80,Westbound,41.5322899,-109.3775093
I 80,Westbound,41.5322827,-109.377221
I 80,Westbound,41.5322816,-109.3769226
I 80,Westbound,41.5322867,-109.3766429
I 80,Westbound,41.5322984,-109.3763458
I 80,Westbound,41.5323191,-109.3760204
I 80,Westbound,41.5323439,-109.3757341
I 80,Westbound,41.5323664,-109.3755248
I 80,Westbound,41.5323793,-109.3754117
I 80,Westbound,41.5324154,-109.3751364
I 80,Westbound,41.5324604,-109.3748456
I 80,Westbound,41.5325117,-109.3745575
I 80,Westbound,41.5325594,-109.3743179
I 80,Westbound,41.5326304,-109.3739979
I 80,Westbound,41.5327004,-109.3737171
I 80,Westbound,41.532782,-109.3734192
I 80,Westbound,41.5328702,-109.3731231
I 80,Westbound,41.5329497,-109.3728729
I 80,Westbound,41.5330508,-109.3725777
I 80,Westbound,41.5331319,-109.3723544
I 80,Westbound,41.5332392,-109.3720724
I 80,Westbound,41.5333843,-109.371699
I 80,Westbound,41.5337479,-109.3707788
I 80,Westbound,41.5345763,-109.3687022
I 80,Westbound,41.5360404,-109.3650134
I 80,Westbound,41.5365537,-109.3637349
I 80,Westbound,41.5371948,-109.3621252
I 80,Westbound,41.5375894,-109.3611383
I 80,Westbound,41.5378178,-109.3605623
I 80,Westbound,41.5382462,-109.3594944
I 80,Westbound,41.5386491,-109.3584768
I 80,Westbound,41.5389919,-109.3576153
I 80,Westbound,41.5392865,-109.35688
I 80,Westbound,41.5402873,-109.3543591
I 80,Westbound,41.540581,-109.3536117
I 80,Westbound,41.5409019,-109.3528191
I 80,Westbound,41.5410046,-109.3525616
I 80,Westbound,41.5414102,-109.351532
I 80,Westbound,41.5419021,-109.3502955
I 80,Westbound,41.542531,-109.3487205
I 80,Westbound,41.5431641,-109.3471215
I 80,Westbound,41.54360228,-109.34602
I 80,Westbound,41.54360228,-109.34602
I 80,Westbound,41.5438856,-109.3453002
I 80,Westbound,41.5440916,-109.3447848
I 80,Westbound,41.5441915,-109.344531
I 80,Westbound,41.5445025,-109.3437259
I 80,Westbound,41.5446009,-109.343462
I 80,Westbound,41.5446942,-109.3432055
I 80,Westbound,41.5447887,-109.3429392
I 80,Westbound,41.545064,-109.3421441
I 80,Westbound,41.5451642,-109.3418484
I 80,Westbound,41.5452501,-109.3415863
I 80,Westbound,41.5453369,-109.3413147
I 80,Westbound,41.5460003,-109.3392096
I 80,Westbound,41.5462194,-109.3385095
I 80,Westbound,41.5464368,-109.3378043
I 80,Westbound,41.5466997,-109.3369696
I 80,Westbound,41.5469604,-109.3361247
I 80,Westbound,41.5472236,-109.3352915
I 80,Westbound,41.5474656,-109.3345158
I 80,Westbound,41.547865,-109.3332465
I 80,Westbound,41.5480038,-109.3328092
I 80,Westbound,41.5481491,-109.3323585
I 80,Westbound,41.5482408,-109.3320787
I 80,Westbound,41.5483479,-109.3317611
I 80,Westbound,41.5484282,-109.33153
I 80,Westbound,41.5485132,-109.3312934
I 80,Westbound,41.5486196,-109.3310062
I 80,Westbound,41.5487309,-109.3307124
I 80,Westbound,41.5490184,-109.3299663
I 80,Westbound,41.5492192,-109.3294643
I 80,Westbound,41.549339,-109.3291728
I 80,Westbound,41.5494466,-109.3289158
I 80,Westbound,41.5497807,-109.3281345
I 80,Westbound,41.5499869,-109.3276606
I 80,Westbound,41.5505347,-109.3264137
I 80,Westbound,41.5512416,-109.3247983
I 80,Westbound,41.5517644,-109.3236103
I 80,Westbound,41.5531083,-109.3205451
I 80,Westbound,41.5535751,-109.319476
I 80,Westbound,41.55366496,-109.3192723
I 80,Westbound,41.5540742,-109.3183445
I 80,Westbound,41.5549337,-109.3163759
I 80,Westbound,41.5549337,-109.3163759
I 80,Westbound,41.5553857,-109.3153373
I 80,Westbound,41.55552389,-109.3150239
I 80,Westbound,41.5560762,-109.3137712
I 80,Westbound,41.5567243,-109.3122937
I 80,Westbound,41.5573021,-109.3109817
I 80,Westbound,41.55752479,-109.310472
I 80,Westbound,41.55752479,-109.310472
I 80,Westbound,41.5586231,-109.3079585
I 80,Westbound,41.5589346,-109.3072389
I 80,Westbound,41.55937196,-109.3062438
I 80,Westbound,41.5598718,-109.3051065
I 80,Westbound,41.5598718,-109.3051065
I 80,Westbound,41.56002691,-109.3047505
I 80,Westbound,41.5602806,-109.3041683
I 80,Westbound,41.5611827,-109.3021116
I 80,Westbound,41.5616777,-109.3009786
I 80,Westbound,41.5619413,-109.300378
I 80,Westbound,41.5623663,-109.2994183
I 80,Westbound,41.5630348,-109.2978813
I 80,Westbound,41.5637936,-109.2961542
I 80,Westbound,41.5641474,-109.2953424
I 80,Westbound,41.5648087,-109.2938403
I 80,Westbound,41.5651508,-109.2930552
I 80,Westbound,41.5660582,-109.2909856
I 80,Westbound,41.5666198,-109.2896955
I 80,Westbound,41.5668242,-109.2892224
I 80,Westbound,41.5669578,-109.2889065
I 80,Westbound,41.567139,-109.2884679
I 80,Westbound,41.5673223,-109.2880112
I 80,Westbound,41.5674581,-109.2876622
I 80,Westbound,41.5675583,-109.2873982
I 80,Westbound,41.5680556,-109.2860714
I 80,Westbound,41.568608,-109.2845733
I 80,Westbound,41.5691256,-109.283176
I 80,Westbound,41.5697304,-109.2815483
I 80,Westbound,41.5705114,-109.2794375
I 80,Westbound,41.5707051,-109.2789186
I 80,Westbound,41.5713775,-109.2771057
I 80,Westbound,41.57157,-109.2765738
I 80,Westbound,41.57166618,-109.2763144
I 80,Westbound,41.57166618,-109.2763144
I 80,Westbound,41.571973,-109.2754835
I 80,Westbound,41.573374,-109.2717098
I 80,Westbound,41.5739137,-109.2702484
I 80,Westbound,41.574397,-109.2689464
I 80,Westbound,41.5746994,-109.2681358
I 80,Westbound,41.5749888,-109.2673476
I 80,Westbound,41.5751928,-109.2667979
I 80,Westbound,41.5751928,-109.2667979
I 80,Westbound,41.5754838,-109.2660184
I 80,Westbound,41.5757711,-109.2652346
I 80,Westbound,41.5763481,-109.2636716
I 80,Westbound,41.5763481,-109.2636716
I 80,Westbound,41.5767322,-109.2626305
I 80,Westbound,41.57680288,-109.262441
I 80,Westbound,41.57700017,-109.2619122
I 80,Westbound,41.5770221,-109.2618534
I 80,Westbound,41.577711,-109.2599933
I 80,Westbound,41.5778106,-109.2597272
I 80,Westbound,41.5779082,-109.259473
I 80,Westbound,41.5780052,-109.2592265
I 80,Westbound,41.5781247,-109.2589333
I 80,Westbound,41.5782299,-109.2586841
