ROUTE,LATITUDE,LONGITUDE
I 80,41.42018063,-110.1330431
I 80,41.42027853,-110.1329462
I 80,41.42033143,-110.1329095
I 80,41.42035908,-110.1328735
I 80,41.42038563,-110.1328588
I 80,41.42049703,-110.1327603
I 80,41.42053748,-110.1327143
I 80,41.42070838,-110.1325663
I 80,41.42072598,-110.1325425
I 80,41.42075158,-110.1325283
I 80,41.42089998,-110.1323837
I 80,41.42094928,-110.1323482
I 80,41.42102278,-110.1322689
I 80,41.42104588,-110.1322561
I 80,41.42106503,-110.1322293
I 80,41.42125293,-110.1320638
I 80,41.42127013,-110.1320394
I 80,41.42129323,-110.1320267
I 80,41.42144832,-110.131875
I 80,41.42149443,-110.1318411
I 80,41.42151397,-110.1318132
I 80,41.42163347,-110.1317085
I 80,41.42169497,-110.13164
I 80,41.42179572,-110.1315524
I 80,41.42185382,-110.131488
I 80,41.42190202,-110.1314501
I 80,41.42191872,-110.1314252
I 80,41.42196412,-110.1313821
I 80,41.42199042,-110.1313675
I 80,41.42200957,-110.1313389
I 80,41.42228072,-110.1310865
I 80,41.42234477,-110.1310239
I 80,41.42236107,-110.1309988
I 80,41.42246067,-110.1309062
I 80,41.42247692,-110.1308809
I 80,41.42250317,-110.1308661
I 80,41.42252182,-110.130837
I 80,41.42270322,-110.1306635
I 80,41.42272182,-110.1306339
I 80,41.42277047,-110.1305964
I 80,41.42278912,-110.1305668
I 80,41.42294642,-110.1304142
I 80,41.42301696,-110.130326
I 80,41.42305836,-110.1302939
I 80,41.42307631,-110.1302646
I 80,41.42313936,-110.1302101
I 80,41.42318791,-110.1301433
I 80,41.42330436,-110.1300258
I 80,41.42332211,-110.1299961
I 80,41.42335446,-110.1299684
I 80,41.42337206,-110.1299384
I 80,41.42343356,-110.1298701
I 80,41.42345906,-110.1298532
I 80,41.42347451,-110.1298269
I 80,41.42353021,-110.1297712
I 80,41.42354771,-110.1297409
I 80,41.42387256,-110.1293755
I 80,41.42399231,-110.129221
I 80,41.42405936,-110.1291531
I 80,41.42410431,-110.1290849
I 80,41.42423216,-110.1289394
I 80,41.42425096,-110.1289051
I 80,41.42442051,-110.1287011
I 80,41.42443481,-110.128674
I 80,41.42458516,-110.1284906
I 80,41.42460096,-110.12846
I 80,41.42462206,-110.1284424
I 80,41.42470411,-110.1283365
I 80,41.42509751,-110.1278031
I 80,41.42511141,-110.1277751
I 80,41.42544595,-110.1273123
I 80,41.4255332,-110.1271773
I 80,41.4255725,-110.1271301
I 80,41.4256153,-110.1270552
I 80,41.4257248,-110.1269034
I 80,41.4257399,-110.1268711
I 80,41.4258908,-110.1266491
I 80,41.4259211,-110.1265913
I 80,41.4263382,-110.1259389
I 80,41.4263527,-110.1259053
I 80,41.426631,-110.1254507
I 80,41.42683605,-110.1250928
I 80,41.42713105,-110.1245559
I 80,41.427458,-110.1239312
I 80,41.42775045,-110.1233394
I 80,41.42805215,-110.1226995
I 80,41.42832305,-110.122095
I 80,41.4286969,-110.1212178
I 80,41.42898205,-110.1205225
I 80,41.42920755,-110.1199455
I 80,41.4295038,-110.1191521
I 80,41.4298079,-110.1182975
I 80,41.43316655,-110.1085666
I 80,41.43316676,-110.108566
I 80,41.4348539,-110.1036777
I 80,41.43540495,-110.1021203
I 80,41.43584565,-110.1009618
I 80,41.43613015,-110.1002563
I 80,41.4364215,-110.0995593
I 80,41.43698505,-110.0983022
I 80,41.4372293,-110.0977866
I 80,41.4375671,-110.0970989
I 80,41.4379811,-110.0962966
I 80,41.4383779,-110.0955628
I 80,41.4400571,-110.0925613
I 80,41.44197141,-110.0891625
I 80,41.44263817,-110.0879787
I 80,41.46130289,-110.0548342
I 80,41.46130538,-110.0548298
I 80,41.46456924,-110.0490329
I 80,41.467177,-110.0444011
I 80,41.46760035,-110.0436604
I 80,41.467897,-110.0431568
I 80,41.46833145,-110.0424413
I 80,41.46877035,-110.0417511
I 80,41.4693792,-110.040845
I 80,41.4699036,-110.0400991
I 80,41.4704719,-110.0393332
I 80,41.47097095,-110.0386899
I 80,41.47160095,-110.0379209
I 80,41.47214495,-110.0372885
I 80,41.47266625,-110.036709
I 80,41.4737671,-110.0355261
I 80,41.48761685,-110.0207134
I 80,41.48838295,-110.0198736
I 80,41.48906865,-110.0190764
I 80,41.49604235,-110.0105752
I 80,41.4964792,-110.0100318
I 80,41.4968816,-110.0095106
I 80,41.49731025,-110.0089334
I 80,41.4977139,-110.0083716
I 80,41.49813895,-110.0077569
I 80,41.49850955,-110.0071969
I 80,41.49885045,-110.0066614
I 80,41.49925605,-110.0060008
I 80,41.49939956,-110.0057573
I 80,41.50218571,-110.000424
I 80,41.50535275,-109.9940513
I 80,41.506397,-109.9919938
I 80,41.50815635,-109.9884671
I 80,41.5094942,-109.9857699
I 80,41.50949481,-109.9857687
I 80,41.51004715,-109.984655
I 80,41.5104483,-109.9838115
I 80,41.51079105,-109.9831166
I 80,41.536364,-109.9316429
I 80,41.53727003,-109.9298175
I 80,41.53740949,-109.9295366
I 80,41.53760437,-109.9291442
I 80,41.5404483,-109.9234183
I 80,41.5412946,-109.9216799
I 80,41.54161045,-109.920997
I 80,41.5418266,-109.9205028
I 80,41.5420707,-109.9199151
I 80,41.5422849,-109.9193647
I 80,41.54253655,-109.9186673
I 80,41.5427823,-109.9179369
I 80,41.5429707,-109.9173333
I 80,41.5431986,-109.9165416
I 80,41.54336125,-109.9159269
I 80,41.5435368,-109.9152017
I 80,41.54369445,-109.9144687
I 80,41.5438138,-109.9138554
I 80,41.5439193,-109.9132522
I 80,41.5440655,-109.9123115
I 80,41.54413975,-109.91172
I 80,41.54420861,-109.91109
I 80,41.5442107,-109.9110709
I 80,41.5442364,-109.9108089
I 80,41.5442807,-109.9102328
I 80,41.54432665,-109.9094786
I 80,41.5443596,-109.9086138
I 80,41.5443709,-109.908063
I 80,41.5443732,-109.9077011
I 80,41.54436365,-109.9068364
I 80,41.5443498,-109.9063752
I 80,41.54433075,-109.9059232
I 80,41.54428235,-109.9051223
I 80,41.54420685,-109.9042713
I 80,41.5441226,-109.9035048
I 80,41.5440421,-109.9028814
I 80,41.54394455,-109.9022443
I 80,41.54382645,-109.901536
I 80,41.54366105,-109.9006167
I 80,41.54310405,-109.8976788
I 80,41.542616,-109.8951361
I 80,41.5424541,-109.8942661
I 80,41.54236315,-109.8937429
I 80,41.5422795,-109.8932274
I 80,41.54209665,-109.891964
I 80,41.54199185,-109.8911557
I 80,41.5418925,-109.8902703
I 80,41.5418067,-109.8893768
I 80,41.54174335,-109.888569
I 80,41.5416844,-109.8876273
I 80,41.541643,-109.8867556
I 80,41.54161515,-109.8858946
I 80,41.5416003,-109.8850215
I 80,41.54160095,-109.8841125
I 80,41.5416147,-109.8832206
I 80,41.54178265,-109.8773964
I 80,41.54192825,-109.8721376
I 80,41.5420257,-109.8693122
I 80,41.5422809,-109.8603715
I 80,41.54230355,-109.8594479
I 80,41.5423192,-109.8583383
I 80,41.54234638,-109.8574046
I 80,41.5423888,-109.8559086
I 80,41.5424043,-109.8549435
I 80,41.54242665,-109.8539882
I 80,41.54259475,-109.8479904
I 80,41.5426273,-109.8470277
I 80,41.5426716,-109.8458949
I 80,41.5429113,-109.8373686
I 80,41.54294325,-109.83586
I 80,41.54295845,-109.8344142
I 80,41.542959,-109.8335558
I 80,41.5429282,-109.824429
I 80,41.5428986,-109.8129796
I 80,41.5428431,-109.7964674
I 80,41.5428406,-109.7947204
I 80,41.5428344,-109.7933536
I 80,41.54283434,-109.7933414
I 80,41.5428273,-109.7917948
I 80,41.5428193,-109.7883265
I 80,41.5427989,-109.7832481
I 80,41.54278235,-109.7773725
I 80,41.54272143,-109.7605515
I 80,41.542691,-109.752147
I 80,41.54262745,-109.7345997
I 80,41.54247743,-109.6960649
I 80,41.54241255,-109.6794011
I 80,41.54241185,-109.6784655
I 80,41.54241965,-109.6776107
I 80,41.5424339,-109.6769561
I 80,41.5424673,-109.6760447
I 80,41.5425136,-109.6750852
I 80,41.5427122,-109.6711355
I 80,41.54326275,-109.6604184
I 80,41.5434911,-109.6558247
I 80,41.54362685,-109.6532148
I 80,41.54447032,-109.6365079
I 80,41.54462772,-109.63339
I 80,41.5455422,-109.6152764
I 80,41.54557735,-109.6147008
I 80,41.54562335,-109.6141246
I 80,41.54568545,-109.6135312
I 80,41.54576195,-109.6129221
I 80,41.5458468,-109.6123348
I 80,41.545941,-109.611773
I 80,41.54605375,-109.6111834
I 80,41.54618785,-109.6105189
I 80,41.54627765,-109.6101122
I 80,41.5463981,-109.60963
I 80,41.5465303,-109.6091532
I 80,41.5466752,-109.6086712
I 80,41.5468201,-109.6082221
I 80,41.54697745,-109.60776
I 80,41.54711695,-109.6073803
I 80,41.54729815,-109.606918
I 80,41.54742685,-109.60661
I 80,41.54760755,-109.6061966
I 80,41.547935,-109.6054771
I 80,41.5481885,-109.6049618
I 80,41.5484934,-109.6043841
I 80,41.54854658,-109.6042895
I 80,41.54954928,-109.6025067
I 80,41.5532071,-109.5960751
I 80,41.55362775,-109.5953136
I 80,41.55389825,-109.5947917
I 80,41.5541358,-109.5943093
I 80,41.5543506,-109.593843
I 80,41.55457805,-109.593319
I 80,41.5547797,-109.5928228
I 80,41.5549786,-109.5922972
I 80,41.55517225,-109.5917488
I 80,41.55534275,-109.5912274
I 80,41.5554772,-109.59079
I 80,41.55547856,-109.5907856
I 80,41.5555074,-109.5906917
I 80,41.55561,-109.5903332
I 80,41.55573775,-109.5898549
I 80,41.55590455,-109.5891646
I 80,41.5560064,-109.5886967
I 80,41.5560915,-109.5882721
I 80,41.55622845,-109.5874979
I 80,41.55638935,-109.5864502
I 80,41.5570208,-109.582139
I 80,41.55838755,-109.5728783
I 80,41.5584834,-109.5722644
I 80,41.55857465,-109.57174
I 80,41.5586557,-109.5713221
I 80,41.55877175,-109.5707759
I 80,41.5588544,-109.5704183
I 80,41.55895395,-109.5700167
I 80,41.5590748,-109.56956
I 80,41.55917145,-109.5692163
I 80,41.55928155,-109.5688458
I 80,41.55940255,-109.5684604
I 80,41.5596313,-109.5677893
I 80,41.5598015,-109.5673262
I 80,41.5600178,-109.5667615
I 80,41.56137345,-109.5633065
I 80,41.56191925,-109.5619272
I 80,41.5631665,-109.5587326
I 80,41.56335625,-109.5582184
I 80,41.56349495,-109.5578105
I 80,41.5636125,-109.5574396
I 80,41.56376325,-109.5569188
I 80,41.56384785,-109.5565992
I 80,41.56397305,-109.5560815
I 80,41.56404585,-109.5557476
I 80,41.5641053,-109.5554479
I 80,41.56417245,-109.5550772
I 80,41.5642445,-109.5546344
I 80,41.5642994,-109.5542463
I 80,41.56435225,-109.5538107
I 80,41.56439325,-109.553394
I 80,41.56442885,-109.5529472
I 80,41.5644489,-109.5526182
I 80,41.5644697,-109.5520783
I 80,41.5644757,-109.5516987
I 80,41.5644739,-109.5512126
I 80,41.5644656,-109.5508437
I 80,41.5644526,-109.5505193
I 80,41.56441665,-109.5499461
I 80,41.56436875,-109.5494237
I 80,41.56429885,-109.548828
I 80,41.5642273,-109.5483297
I 80,41.56412345,-109.547727
I 80,41.56400615,-109.5471463
I 80,41.5639233,-109.5467839
I 80,41.56379285,-109.5462729
I 80,41.563701,-109.5459456
I 80,41.5635504,-109.5454458
I 80,41.5634401,-109.5451069
I 80,41.5633343,-109.5448029
I 80,41.5631207,-109.5442295
I 80,41.56227205,-109.5420562
I 80,41.56214247,-109.5416996
I 80,41.56207075,-109.5415021
I 80,41.5618952,-109.5409796
I 80,41.5616877,-109.5403098
I 80,41.56156555,-109.5398813
I 80,41.56147345,-109.5395383
I 80,41.56138955,-109.5392064
I 80,41.56129355,-109.5388002
I 80,41.5611402,-109.5380808
I 80,41.56105605,-109.5376443
I 80,41.56096415,-109.5371197
I 80,41.56087975,-109.5365683
I 80,41.56081615,-109.5360892
I 80,41.5605969,-109.5342763
I 80,41.55983305,-109.5277958
I 80,41.5597272,-109.5269684
I 80,41.55962995,-109.5263526
I 80,41.55956465,-109.5259955
I 80,41.5594532,-109.5254534
I 80,41.5593333,-109.5249418
I 80,41.5591679,-109.5243184
I 80,41.55907835,-109.5240125
I 80,41.5589794,-109.5236968
I 80,41.5587828,-109.5231204
I 80,41.55867375,-109.5228254
I 80,41.5585544,-109.5225199
I 80,41.5584428,-109.5222483
I 80,41.55822475,-109.5217469
I 80,41.55660665,-109.5181821
I 80,41.55645455,-109.5178246
I 80,41.55625965,-109.5173292
I 80,41.55606965,-109.5167955
I 80,41.5559735,-109.5164992
I 80,41.5558807,-109.5161929
I 80,41.5557903,-109.5158711
I 80,41.55568365,-109.5154596
I 80,41.55554205,-109.5148364
I 80,41.5554426,-109.5143307
I 80,41.55536015,-109.513848
I 80,41.5553019,-109.513441
I 80,41.55524635,-109.5129598
I 80,41.55491443,-109.5095148
I 80,41.55403265,-109.500363
I 80,41.5539676,-109.499759
I 80,41.5538919,-109.4991791
I 80,41.5537807,-109.498471
I 80,41.5537084,-109.4980625
I 80,41.55363495,-109.4976789
I 80,41.5534789,-109.496945
I 80,41.5533734,-109.4964964
I 80,41.55329775,-109.4961955
I 80,41.55313005,-109.4955816
I 80,41.55295885,-109.4950151
I 80,41.55286445,-109.4947218
I 80,41.55269835,-109.4942312
I 80,41.5524768,-109.4936214
I 80,41.55230115,-109.4931691
I 80,41.55214465,-109.4927896
I 80,41.5519655,-109.4923788
I 80,41.5517598,-109.4919305
I 80,41.5515327,-109.4914636
I 80,41.55128625,-109.4909858
I 80,41.55113635,-109.4907079
I 80,41.55088785,-109.4902664
I 80,41.55056445,-109.4897228
I 80,41.54656925,-109.4831412
I 80,41.54612995,-109.4824354
I 80,41.5459635,-109.4821886
I 80,41.54581265,-109.4819812
I 80,41.5455742,-109.4816799
I 80,41.54543745,-109.4815223
I 80,41.54526015,-109.4813332
I 80,41.5450411,-109.4811223
I 80,41.54486715,-109.4809708
I 80,41.5446666,-109.4808123
I 80,41.5444647,-109.4806663
I 80,41.5442789,-109.4805425
I 80,41.54405385,-109.4804016
I 80,41.542653,-109.4795924
I 80,41.54219615,-109.4793178
I 80,41.54202305,-109.4792051
I 80,41.54185475,-109.4790871
I 80,41.5415822,-109.4788734
I 80,41.54138025,-109.4786941
I 80,41.5411699,-109.4784891
I 80,41.54107592,-109.4783888
I 80,41.54092555,-109.4782281
I 80,41.5407439,-109.4780138
I 80,41.54056765,-109.477783
I 80,41.54042045,-109.4775698
I 80,41.5402659,-109.4773246
I 80,41.54013825,-109.4771041
I 80,41.53996825,-109.4767816
I 80,41.5398556,-109.4765475
I 80,41.53972905,-109.4762662
I 80,41.53899354,-109.4745287
I 80,41.5376933,-109.4714572
I 80,41.537461,-109.470929
I 80,41.5371993,-109.4703757
I 80,41.53689105,-109.4697664
I 80,41.5365758,-109.4691904
I 80,41.53628085,-109.4686818
I 80,41.53617565,-109.4684897
I 80,41.53567935,-109.4676687
I 80,41.53417685,-109.4651156
I 80,41.5335937,-109.4640145
I 80,41.533498,-109.4638272
I 80,41.53322905,-109.4632451
I 80,41.5322951,-109.4611834
I 80,41.53153305,-109.4595192
I 80,41.53138177,-109.4592067
I 80,41.53126925,-109.4589743
I 80,41.5309653,-109.4583937
I 80,41.53078765,-109.458073
I 80,41.5305358,-109.457638
I 80,41.5303688,-109.4573594
I 80,41.5300836,-109.4569053
I 80,41.52591355,-109.4505654
I 80,41.5254612,-109.449866
I 80,41.52520995,-109.4494597
I 80,41.52504475,-109.4491741
I 80,41.52489585,-109.4488988
I 80,41.5247159,-109.4485352
I 80,41.52452865,-109.4481194
I 80,41.5243822,-109.4477625
I 80,41.52426835,-109.4474582
I 80,41.52413375,-109.447059
I 80,41.52404165,-109.446754
I 80,41.5239414,-109.4463831
I 80,41.5238239,-109.4458774
I 80,41.52378087,-109.4456663
I 80,41.52375365,-109.4455327
I 80,41.52369965,-109.4452272
I 80,41.5236263,-109.4447281
I 80,41.5235889,-109.4444038
I 80,41.523548,-109.4439168
I 80,41.52352785,-109.443529
I 80,41.5235179,-109.4431077
I 80,41.5235229,-109.4426013
I 80,41.52353274,-109.4423451
I 80,41.52379235,-109.4402433
I 80,41.52388075,-109.4398472
I 80,41.524006,-109.4393521
I 80,41.5240847,-109.4390769
I 80,41.524167,-109.4388134
I 80,41.5242564,-109.4385495
I 80,41.5244514,-109.4380253
I 80,41.5265599,-109.4327469
I 80,41.5268541,-109.4319709
I 80,41.527042,-109.4314334
I 80,41.52720495,-109.4309281
I 80,41.52729235,-109.4306331
I 80,41.5274371,-109.4300999
I 80,41.52757055,-109.4295483
I 80,41.5276774,-109.4290498
I 80,41.52774475,-109.4287015
I 80,41.52783805,-109.4281491
I 80,41.52791455,-109.4276156
I 80,41.5279646,-109.4272042
I 80,41.5280079,-109.4267736
I 80,41.52804115,-109.4263563
I 80,41.5280671,-109.425924
I 80,41.52808185,-109.4255591
I 80,41.5280923,-109.4250739
I 80,41.528091,-109.4245656
I 80,41.5280802,-109.4241171
I 80,41.52805355,-109.4235583
I 80,41.52798705,-109.4226847
I 80,41.5279079,-109.4217631
I 80,41.5272473,-109.4143846
I 80,41.52720025,-109.4138273
I 80,41.5271636,-109.4132848
I 80,41.5271374,-109.412761
I 80,41.52711885,-109.4121813
I 80,41.52711215,-109.4116746
I 80,41.52711355,-109.4112879
I 80,41.5271251,-109.4107324
I 80,41.52714615,-109.4102043
I 80,41.52717885,-109.4096514
I 80,41.5272216,-109.409113
I 80,41.52727915,-109.4085472
I 80,41.52731895,-109.4082069
I 80,41.52739735,-109.4076214
I 80,41.52748555,-109.4070294
I 80,41.5276345,-109.4060766
I 80,41.5285156,-109.4005987
I 80,41.52869395,-109.3995432
I 80,41.52881075,-109.3989326
I 80,41.52893725,-109.3983548
I 80,41.5290873,-109.397771
I 80,41.52926035,-109.3971884
I 80,41.52935255,-109.3969054
I 80,41.52951845,-109.3964342
I 80,41.52964885,-109.3960909
I 80,41.52974755,-109.3958473
I 80,41.52989315,-109.3955063
I 80,41.52999985,-109.3952711
I 80,41.5301373,-109.3949821
I 80,41.5303807,-109.3945022
I 80,41.5314136,-109.3925995
I 80,41.5316658,-109.3921193
I 80,41.53179445,-109.3918607
I 80,41.5319692,-109.3914884
I 80,41.5320957,-109.391199
I 80,41.5321939,-109.3909575
I 80,41.53230905,-109.3906537
I 80,41.53241645,-109.390343
I 80,41.5325543,-109.3899016
I 80,41.5326431,-109.3895851
I 80,41.5327136,-109.3893082
I 80,41.53282365,-109.3888074
I 80,41.5328798,-109.3885073
I 80,41.53293155,-109.38819
I 80,41.5329912,-109.3877432
I 80,41.5330258,-109.3874199
I 80,41.5330587,-109.3870065
I 80,41.5330827,-109.3865381
I 80,41.53308885,-109.3861922
I 80,41.5330875,-109.3859078
I 80,41.533071,-109.3854029
I 80,41.5330508,-109.3850761
I 80,41.5330058,-109.3845559
I 80,41.53291225,-109.3837353
I 80,41.53236715,-109.3795174
I 80,41.53226955,-109.3787117
I 80,41.5322353,-109.3783587
I 80,41.53220195,-109.3779015
I 80,41.5321873,-109.3775938
I 80,41.5321779,-109.3772334
I 80,41.5321789,-109.3767584
I 80,41.53218595,-109.3765088
I 80,41.5322002,-109.3762201
I 80,41.5322435,-109.3756773
I 80,41.5322725,-109.3754118
I 80,41.53230985,-109.3751284
I 80,41.532392,-109.3746273
I 80,41.532471,-109.3742224
I 80,41.53258705,-109.3737226
I 80,41.53271755,-109.3732477
I 80,41.53284875,-109.3728279
I 80,41.53298495,-109.3724351
I 80,41.53314805,-109.3720003
I 80,41.53344175,-109.3712504
I 80,41.535952,-109.3649407
I 80,41.5381458,-109.359444
I 80,41.54254965,-109.3483686
I 80,41.54297112,-109.3473068
I 80,41.5434968,-109.3459824
I 80,41.54350781,-109.3459546
I 80,41.5440115,-109.3446856
I 80,41.54443785,-109.3435851
I 80,41.54464655,-109.3430141
I 80,41.5448616,-109.3424005
I 80,41.54505375,-109.341838
I 80,41.54522255,-109.3413202
I 80,41.54736405,-109.3344754
I 80,41.54778905,-109.3331244
I 80,41.5480629,-109.3322755
I 80,41.5482458,-109.33173
I 80,41.54843585,-109.3311909
I 80,41.54869055,-109.330509
I 80,41.5490224,-109.3296553
I 80,41.5492295,-109.3291455
I 80,41.54944285,-109.3286388
I 80,41.5501988,-109.326895
I 80,41.5572155,-109.3108941
I 80,41.55743092,-109.310401
I 80,41.55930095,-109.306121
I 80,41.5622684,-109.2993575
I 80,41.5640785,-109.2952134
I 80,41.56465385,-109.2939098
I 80,41.56604455,-109.2907317
I 80,41.5666343,-109.289376
I 80,41.56694725,-109.2886364
I 80,41.5672947,-109.2877707
I 80,41.5678219,-109.2863746
I 80,41.57157015,-109.2762578
I 80,41.5750939,-109.2667434
I 80,41.5750939,-109.2667434
I 80,41.5762488,-109.2636119
I 80,41.57772845,-109.2596279
I 80,41.5779277,-109.259118
I 80,41.5781558,-109.2585686
I 80,41.57837935,-109.2580632
I 80,41.5786309,-109.257535
I 80,41.57884955,-109.2571032
I 80,41.5790061,-109.2568068
I 80,41.5792371,-109.2563877
I 80,41.57937359,-109.2561501
I 80,41.57938152,-109.2561365
I 80,41.5794141,-109.2560806
I 80,41.57959175,-109.2557851
I 80,41.5798275,-109.2554092
I 80,41.580018,-109.2551178
I 80,41.5802736,-109.2547426
I 80,41.58048775,-109.2544416
I 80,41.5807231,-109.2541249
I 80,41.58096935,-109.2538057
I 80,41.581199,-109.2535196
I 80,41.581464,-109.2532047
I 80,41.581681,-109.2529578
I 80,41.58200795,-109.2526029
I 80,41.5822308,-109.2523719
I 80,41.58254035,-109.2520653
I 80,41.5827414,-109.251874
I 80,41.5830986,-109.2515479
I 80,41.5833288,-109.2513467
I 80,41.5836527,-109.251078
I 80,41.58389545,-109.2508862
I 80,41.58424385,-109.250625
I 80,41.5845046,-109.2504397
I 80,41.5849162,-109.2501621
I 80,41.58589585,-109.2495225
I 80,41.58880225,-109.2476432
I 80,41.5914926,-109.2458937
I 80,41.59741924,-109.2420512
I 80,41.60082725,-109.2398414
I 80,41.60110634,-109.2396605
I 80,41.60281135,-109.2385549
I 80,41.6030674,-109.2383799
I 80,41.6032937,-109.2382129
I 80,41.6034898,-109.2380525
I 80,41.60368365,-109.2378794
I 80,41.60388105,-109.2376882
I 80,41.6040729,-109.237488
I 80,41.60425905,-109.2372781
I 80,41.6044148,-109.2370879
I 80,41.6045754,-109.2368765
I 80,41.60475345,-109.2366222
I 80,41.6048951,-109.2364038
I 80,41.6050467,-109.2361514
I 80,41.6051913,-109.2358883
I 80,41.60532985,-109.2356156
I 80,41.6054471,-109.2353656
I 80,41.60557545,-109.2350705
I 80,41.60568045,-109.2348122
I 80,41.60644295,-109.232845
I 80,41.60661722,-109.2323916
I 80,41.60732375,-109.2305534
I 80,41.60774019,-109.2294756
I 80,41.6092522,-109.2255623
I 80,41.60945655,-109.2250141
I 80,41.60963435,-109.224486
I 80,41.60971515,-109.2242179
I 80,41.60979145,-109.2239426
I 80,41.6099224,-109.2234113
I 80,41.6100152,-109.222974
I 80,41.61011335,-109.222418
I 80,41.6101773,-109.2219624
I 80,41.61023705,-109.2213868
I 80,41.61027265,-109.2208783
I 80,41.6102907,-109.2203049
I 80,41.6102926,-109.2199582
I 80,41.61028825,-109.2196682
I 80,41.6102774,-109.2193589
I 80,41.61026105,-109.2190638
I 80,41.61023705,-109.2187505
I 80,41.61020905,-109.2184616
I 80,41.6101745,-109.2181692
I 80,41.610093,-109.2176167
I 80,41.61001985,-109.2172128
I 80,41.6099195,-109.2167427
I 80,41.60979065,-109.2162262
I 80,41.6097157,-109.215958
I 80,41.6096162,-109.2156321
I 80,41.60948205,-109.2152354
I 80,41.60937505,-109.2149435
I 80,41.60925655,-109.2146402
I 80,41.6091351,-109.2143502
I 80,41.6090257,-109.2141065
I 80,41.60889475,-109.213831
I 80,41.608627,-109.213302
I 80,41.6069889,-109.2101745
I 80,41.60546585,-109.207252
I 80,41.60449815,-109.2054169
I 80,41.60422775,-109.2049322
I 80,41.60406595,-109.2046639
I 80,41.6039239,-109.2044404
I 80,41.60377505,-109.2042194
I 80,41.6036188,-109.2040001
I 80,41.6034457,-109.2037703
I 80,41.6032728,-109.2035514
I 80,41.6030863,-109.2033268
I 80,41.60288865,-109.2031033
I 80,41.60272135,-109.202926
I 80,41.60252565,-109.2027298
I 80,41.6023465,-109.2025595
I 80,41.6021549,-109.2023873
I 80,41.60198615,-109.202245
I 80,41.6017938,-109.2020923
I 80,41.6014488,-109.2018408
I 80,41.6011204,-109.2016245
I 80,41.60085075,-109.2014632
I 80,41.6004708,-109.2012588
I 80,41.600038,-109.2010543
I 80,41.5991379,-109.200659
I 80,41.5988551,-109.2005329
I 80,41.59763105,-109.199987
I 80,41.59726205,-109.1998026
I 80,41.59698555,-109.1996475
I 80,41.59667475,-109.199455
I 80,41.5964198,-109.1992828
I 80,41.59617885,-109.1991069
I 80,41.59596635,-109.1989407
I 80,41.59575775,-109.1987662
I 80,41.59548765,-109.1985235
I 80,41.59523935,-109.198282
I 80,41.59503115,-109.1980653
I 80,41.59476225,-109.1977644
I 80,41.5945447,-109.1974987
I 80,41.59438944,-109.1972947
I 80,41.59428815,-109.1971617
I 80,41.59404705,-109.1968197
I 80,41.5938411,-109.1965045
I 80,41.59360875,-109.1961188
I 80,41.5934253,-109.1957852
I 80,41.59321495,-109.1953688
I 80,41.59305685,-109.1950274
I 80,41.59287595,-109.1946052
I 80,41.59274705,-109.1942736
I 80,41.59266695,-109.1940543
I 80,41.5925651,-109.1937553
I 80,41.59241295,-109.1932569
I 80,41.59232195,-109.1929217
I 80,41.5921967,-109.1923985
I 80,41.59212985,-109.1920802
I 80,41.592032,-109.1915291
I 80,41.5919847,-109.1912071
I 80,41.5919453,-109.1908875
I 80,41.59191215,-109.1905607
I 80,41.59187345,-109.1900395
I 80,41.5918585,-109.1897168
I 80,41.59184995,-109.1893504
I 80,41.5918512,-109.1888605
I 80,41.59186165,-109.188503
I 80,41.5918809,-109.188151
I 80,41.59191945,-109.1876704
I 80,41.5919599,-109.1872917
I 80,41.59200245,-109.1869714
I 80,41.5920655,-109.1865769
I 80,41.59214575,-109.1861571
I 80,41.592212,-109.1858591
I 80,41.5923467,-109.1853334
I 80,41.59251255,-109.184772
I 80,41.592639,-109.1843905
I 80,41.59272155,-109.184161
I 80,41.59284,-109.1838544
I 80,41.5929513,-109.1835837
I 80,41.59317575,-109.1830656
I 80,41.5945028,-109.1801005
I 80,41.59481985,-109.1793828
I 80,41.59503015,-109.1788789
I 80,41.59517305,-109.1785051
I 80,41.59527065,-109.1782285
I 80,41.59537,-109.1779229
I 80,41.59545365,-109.1776443
I 80,41.5955479,-109.1772961
I 80,41.59560575,-109.1770604
I 80,41.59567685,-109.176737
I 80,41.59577145,-109.1762306
I 80,41.59582425,-109.1758951
I 80,41.5958718,-109.1755291
I 80,41.59591555,-109.1750894
I 80,41.5959487,-109.1746181
I 80,41.5959666,-109.1742359
I 80,41.59605485,-109.1712441
I 80,41.5962238,-109.1648782
I 80,41.5962536,-109.1639523
I 80,41.59628195,-109.1633888
I 80,41.59631195,-109.1629952
I 80,41.59635725,-109.1625437
I 80,41.59640365,-109.1621694
I 80,41.59646085,-109.1617772
I 80,41.59652,-109.1614247
I 80,41.59659025,-109.1610541
I 80,41.5966914,-109.1605828
I 80,41.59679535,-109.1601492
I 80,41.59690525,-109.1597365
I 80,41.5969927,-109.1594362
I 80,41.5971744,-109.158864
I 80,41.59736825,-109.1583262
I 80,41.5975808,-109.1577943
I 80,41.597801,-109.1572935
I 80,41.59792325,-109.1570356
I 80,41.59806005,-109.1567623
I 80,41.59818285,-109.1565281
I 80,41.59841235,-109.1561153
I 80,41.59858805,-109.1558158
I 80,41.59872855,-109.1555882
I 80,41.59898745,-109.155195
I 80,41.5991835,-109.1549176
